,location,coordinate,,,,
171,"5L, Banstraat, Museumkwartier, Zuid, Amsterdam, Noord-Holland, Nederland, 1071 JV, Nederland","(52.3557011, 4.8738593)",,,,
172,"38-H, Geuzenstraat, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1056 KE, Nederland","(52.3720737, 4.8653022)",,,,
173,"67, Tweede Weteringdwarsstraat, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 SV, Nederland","(52.3613524, 4.8904884)",,,,
174,"252, Zuideinde, Oostzanerwerf, Noord, Amsterdam, Noord-Holland, Nederland, 1035 PM, Nederland","(52.4240868, 4.8884472)",,,,
175,"63-1, Nieuwe Achtergracht, Weesperbuurt, Centrum, Amsterdam, Noord-Holland, Nederland, 1018 WL, Nederland","(52.3628, 4.9080749)",,,,
176,"67, Tweede Weteringdwarsstraat, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 SV, Nederland","(52.3613524, 4.8904884)",,,,
177,"52-2, Hoendiepstraat, Rijnbuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1079 LX, Nederland","(52.3417878, 4.9106055)",,,,
178,"6, Zwarte Pad, Nieuw-West, Sloten, Amsterdam, Noord-Holland, Nederland, 1069 MN, Nederland","(52.3427455, 4.788767471297597)",,,,
179,"32, Sloterkade, Hoofddorperpleinbuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1058 HE, Nederland","(52.3564469, 4.8537282)",,,,
180,"4, Polanenstraat, Spaarndammerbuurt, West, Amsterdam, Noord-Holland, Nederland, 1013 VW, Nederland","(52.3886686, 4.8784012)",,,,
181,"482, Van Reigersbergenstraat, Frederik Hendrikbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 WE, Nederland","(52.3734491, 4.8693245)",,,,
182,"191-1, Admiralengracht, Hoofdweg, West, Amsterdam, Noord-Holland, Nederland, 1057 EV, Nederland","(52.3699048, 4.8564443)",,,,
183,"Magerhorst, Buitenveldert, Zuid, Amsterdam, Noord-Holland, Nederland, 1082 VA, Nederland","(52.33272305, 4.87424854401238)",,,,
184,"1-1, Nieuwe Gietersstraat, Jordaan, Centrum, Amsterdam, Noord-Holland, Nederland, 1015 ZB, Nederland","(52.3788118, 4.8790137)",,,,
185,"10, Van Eeghenlaan, Museumkwartier, Zuid, Amsterdam, Noord-Holland, Nederland, 1071 EL, Nederland","(52.3586406, 4.876294)",,,,
186,"45, Linnaeusparkweg, Middenmeer, Oost, Amsterdam, Noord-Holland, Nederland, 1098 CP, Nederland","(52.3544883, 4.933661)",,,,
187,"Tenniseiland, 45, IJsbaanpad, Zuid, Amsterdam, Noord-Holland, Nederland, 1076 CV, Nederland","(52.3396509, 4.850830435918485)",,,,
188,"Tuin van Jan, Jan Maijenplein, Van Galenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1056 SG, Nederland","(52.3707901, 4.85231145)",,,,
189,"21, Zwanebloemlaan, IJburg, Oost, Amsterdam, Noord-Holland, Nederland, 1087 CD, Nederland","(52.3562144, 4.9914343)",,,,
190,"34, Scheepsbouwkade, Cornelis Douwesterrein, Noord, Amsterdam, Noord-Holland, Nederland, 1033 WM, Nederland","(52.4012488, 4.8977956)",,,,
191,"40-H, Wilhelminastraat, Kinkerbuurt, Helmersbuurt, West, Amsterdam, Noord-Holland, Nederland, 1054 WJ, Nederland","(52.362298, 4.86574)",,,,
192,"87A, Fagelstraat, Frederik Hendrikbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 GA, Nederland","(52.3798198, 4.8742148)",,,,
193,"Ekingenstraat, Osdorp, Nieuw-West, Amsterdam, Noord-Holland, Nederland, 1069 DM, Nederland","(52.356068300000004, 4.796251330572467)",,,,
194,"113-H, Haarlemmermeerstraat, Hoofddorperpleinbuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1058 JV, Nederland","(52.3536466, 4.8505773)",,,,
195,"Nobelweg, Frankendael, Oost, Amsterdam, Noord-Holland, Nederland, 1097 AR, Nederland","(52.35155064365601, 4.9226844786232045)",,,,
196,"21, Chico Mendesstraat, F-buurt, Zuidoost, Amsterdam, Noord-Holland, Nederland, 1102 JE, Nederland","(52.3195869, 4.9547563)",,,,
197,"35, Chico Mendesstraat, F-buurt, Zuidoost, Amsterdam, Noord-Holland, Nederland, 1102 JG, Nederland","(52.3201451, 4.9550149)",,,,
198,"John Napierstraat, IJburg, Oost, Amsterdam, Noord-Holland, Nederland, 1086 ZT, Nederland","(52.36084285, 4.980578814929672)",,,,
199,"40A, Kerkstraat, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 GM, Nederland","(52.365607, 4.8849056)",,,,
200,"Willibrordusplein, Sint Willibrordusstraat, Nieuwe Pijp, De Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1074 XH, Nederland","(52.355255299999996, 4.903846007862443)",,,,
201,"84E, IJsbaanpad, Zuid, Amsterdam, Noord-Holland, Nederland, 1076 CW, Nederland","(52.3417424, 4.848090546905353)",,,,
202,"15-1, Piet Gijzenbrugstraat, Hoofddorperpleinbuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1059 XD, Nederland","(52.3505204, 4.8469892)",,,,
203,"22-H, Reinier Claeszenstraat, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1056 WK, Nederland","(52.3721966, 4.8624527)",,,,
204,"1188, Zeeburgerkade, Oostelijk Havengebied, Oost, Amsterdam, Noord-Holland, Nederland, 1019 VK, Nederland","(52.3692871, 4.9513261)",,,,
205,"117A, Nieuwevaart, Kadijken, Centrum, Amsterdam, Noord-Holland, Nederland, 1018 ZM, Nederland","(52.370202899999995, 4.9153286499999975)",,,,
206,"Dusartstraat, Nieuwe Pijp, De Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1072 HV, Nederland","(52.3507589, 4.887857349235389)",,,,
207,"46-1, Jacob Catskade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CB, Nederland","(52.3816523, 4.8770277)",,,,
208,"64-1, Witte de Withstraat, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1057 ZC, Nederland","(52.3672484, 4.8593392)",,,,
209,"12, Reguliersgracht, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 LR, Nederland","(52.3643038, 4.8956086)",,,,
210,"De Poort, 18, Hugo de Grootkade, Frederik Hendrikbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 LS, Nederland","(52.373490950000004, 4.873725334634481)",,,,
211,"13, Wibautstraat, Weesperzijde, Oost, Amsterdam, Noord-Holland, Nederland, 1091 GH, Nederland","(52.357902, 4.9103738)",,,,
212,"196, Schaepmanstraat, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1051 JJ, Nederland","(52.3798854, 4.8695871)",,,,
213,"6, August Allebéplein, Overtoomse Veld, Nieuw-West, Amsterdam, Noord-Holland, Nederland, 1062 AC, Nederland","(52.3636479, 4.8383875)",,,,
214,"13-H, Tweede Weteringdwarsstraat, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 SR, Nederland","(52.3616825, 4.8877543)",,,,
215,"216, Ruysdaelkade, Nieuwe Pijp, De Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1072 AW, Nederland","(52.350983150000005, 4.886614075713686)",,,,
216,"25A, Langestraat, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1015 AK, Nederland","(52.3780668, 4.8919901)",,,,
217,"Heemstedestraat, Westlandgracht, Nieuw-West, Amsterdam, Noord-Holland, Nederland, 1062 XZ, Nederland","(52.3516841, 4.8388875)",,,,
218,"5, Sixhavenweg, Noord, Amsterdam, Noord-Holland, Nederland, 1021 HG, Nederland","(52.383240650000005, 4.9092472000000065)",,,,
219,"8-H, Kwakersplein, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1053 TZ, Nederland","(52.3690039, 4.8700809)",,,,
220,"59-H, Houtmankade, Planciusbuurt, Centrum, Amsterdam, Noord-Holland, Nederland, 1013 MR, Nederland","(52.3879771, 4.8848585)",,,,
221,"71, Frans van Mierisstraat, Museumkwartier, Zuid, Amsterdam, Noord-Holland, Nederland, 1071 RM, Nederland","(52.3541355, 4.8810904)",,,,
222,"Sumatrastraat, Indische Buurt, Oost, Amsterdam, Noord-Holland, Nederland, 1095 HT, Nederland","(52.3596895, 4.9414199188316665)",,,,
223,"206, Plantage Muidergracht, Plantage, Centrum, Amsterdam, Noord-Holland, Nederland, 1018 TW, Nederland","(52.3637655, 4.917767189069619)",,,,
224,"6D, Assendelftstraat, Spaarndammerbuurt, West, Amsterdam, Noord-Holland, Nederland, 1013 SP, Nederland","(52.3891118, 4.8790425)",,,,
225,"Tweede van Swindenstraat, Dapperbuurt, Oost, Amsterdam, Noord-Holland, Nederland, 1093 VZ, Nederland","(52.3622393, 4.92925150706764)",,,,
226,"CompaNanny, Eerste Helmersstraat, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1054 EL, Nederland","(52.3606698, 4.8645561)",,,,
227,"18-1, Cliostraat, Apollobuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1077 KH, Nederland","(52.3475467, 4.8755999)",,,,
228,"26, Jeltje de Bosch Kemperpad, Kinkerbuurt, Helmersbuurt, West, Amsterdam, Noord-Holland, Nederland, 1054 PL, Nederland","(52.3630445, 4.8680218)",,,,
229,"Navigatiepad, IJburg, Oost, Amsterdam, Noord-Holland, Nederland, 1086 ZE, Nederland","(52.36081284397525, 4.976584168037248)",,,,
230,"de Wallen, Zeedijk, Burgwallen-Oude Zijde, Centrum, Amsterdam, Noord-Holland, Nederland, 1012 AR, Nederland","(52.3734085, 4.898273144727436)",,,,
231,"21-1, Weesperzijde, Oost, Amsterdam, Noord-Holland, Nederland, 1091 EC, Nederland","(52.3576265, 4.9067069)",,,,
232,"321-1, Bos en Lommerweg, Landlust, West, Amsterdam, Noord-Holland, Nederland, 1055 DZ, Nederland","(52.3782278, 4.8485756)",,,,
233,"35, Amstelveld, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 JD, Nederland","(52.3619627, 4.897724643750857)",,,,
234,"354A-1, Nassaukade, Kinkerbuurt, Van Lennepbuurt, West, Amsterdam, Noord-Holland, Nederland, 1053 LZ, Nederland","(52.3668844, 4.8767717)",,,,
235,"Q-Park Oostpoort, Waldenlaan, Oostpoort, Oost, Amsterdam, Noord-Holland, Nederland, 1093 NG, Nederland","(52.357010200000005, 4.929846171696456)",,,,
236,"52, Lederambachtstraat, Osdorp, Nieuw-West, Amsterdam, Noord-Holland, Nederland, 1069 HK, Nederland","(52.3560068, 4.7951936)",,,,
237,"Nieuwe Keizersgracht, Weesperbuurt, Centrum, Amsterdam, Noord-Holland, Nederland, 1018 DR, Nederland","(52.36483502169452, 4.9027120209338975)",,,,
238,"153, Kinkerstraat, Borgerbuurt, West, Amsterdam, Noord-Holland, Nederland, 1053 DN, Nederland","(52.3660273, 4.8683063)",,,,
239,"548, Prins Hendrikkade, Nieuwmarkt/Lastage, Centrum, Amsterdam, Noord-Holland, Nederland, 1011 TE, Nederland","(52.37331745, 4.908141858244059)",,,,
240,"17, Voltaplein, Middenmeer, Oost, Amsterdam, Noord-Holland, Nederland, 1098 NN, Nederland","(52.3538248, 4.941183)",,,,
241,"67A, Karel du Jardinstraat, Diamantbuurt, De Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1073 TB, Nederland","(52.3517415, 4.8969868)",,,,
242,"Gulden Winckelplantsoen, Landlust, West, Amsterdam, Noord-Holland, Nederland, 1055 JG, Nederland","(52.3787461, 4.8468991)",,,,
243,"44, Van Diemenkade, West, Amsterdam, Noord-Holland, Nederland, 1013 CR, Nederland","(52.39053595, 4.888690565)",,,,
244,"68-1, Hobbemakade, Duivelseiland, Zuid, Amsterdam, Noord-Holland, Nederland, 1071 XM, Nederland","(52.3536949, 4.8862441)",,,,
245,"250, Bos en Lommerplein, Bosleeuw, West, Amsterdam, Noord-Holland, Nederland, 1055 EK, Nederland","(52.3780055, 4.8451418)",,,,
246,"De Venser, 1, Berthold Brechtstraat, Venserpolder, Zuidoost, Amsterdam, Noord-Holland, Nederland, 1102 RA, Nederland","(52.317668499999996, 4.947111051296062)",,,,
247,"Multatulischool, Sara Burgerhartstraat, Landlust, West, Amsterdam, Noord-Holland, Nederland, 1055 LD, Nederland","(52.382556699999995, 4.847668957332033)",,,,
248,"Sportstraat, Stadionbuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1076 TZ, Nederland","(52.34642445, 4.858356790146196)",,,,
249,"36-1, President Kennedylaan, Rijnbuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1079 NE, Nederland","(52.3425401, 4.912153)",,,,
250,"107-H, Brederodestraat, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1054 VD, Nederland","(52.3604991, 4.8615771)",,,,
251,"849, Prinsengracht, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 KB, Nederland","(52.362706, 4.8896364)",,,,
252,"Tweede Oosterparkstraat, Oosterparkbuurt, Oost, Amsterdam, Noord-Holland, Nederland, 1091 KG, Nederland","(52.3581914, 4.919553977311847)",,,,
253,"14, Henriëtte Ronnerstraat, Diamantbuurt, De Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1073 KR, Nederland","(52.3504392, 4.9008111)",,,,
254,"Andoornstraat, Florabuurt, Noord, Amsterdam, Noord-Holland, Nederland, 1032 ET, Nederland","(52.39246045, 4.915730801213682)",,,,
255,"63-2, Tilanusstraat, Oosterparkbuurt, Oost, Amsterdam, Noord-Holland, Nederland, 1091 BG, Nederland","(52.3589376, 4.9130929)",,,,
256,"110-1, Haarlemmermeerstraat, Hoofddorperpleinbuurt, Zuid, Amsterdam, Noord-Holland, Nederland, 1058 KG, Nederland","(52.3537613, 4.8501349)",,,,
257,"946, Nassaukade, Kinkerbuurt, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1054 AA, Nederland","(52.3649605, 4.8789397)",,,,
258,"31, Stompetorenstraat, Tuindorp Nieuwendam, Noord, Schellingwoude, Amsterdam, Noord-Holland, Nederland, 1023 CN, Nederland","(52.3883654, 4.9462267)",,,,
259,"65, Tweede Constantijn Huygensstraat, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1054 CR, Nederland","(52.3627149, 4.8735862)",,,,
260,"145E, Javastraat, Indische Buurt, Oost, Amsterdam, Noord-Holland, Nederland, 1094 HE, Nederland","(52.3639075, 4.9381555)",,,,
261,"64, Wenslauerstraat, Kinkerbuurt, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1053 BB, Nederland","(52.3670961, 4.8635109)",,,,
262,"7-1, Filips van Almondestraat, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1057 ZR, Nederland","(52.370004, 4.8585282)",,,,
263,"49-H, Rhijnvis Feithstraat, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1054 TW, Nederland","(52.3593694, 4.8600489)",,,,
264,"10, Jaagpad, Zuid, Amsterdam, Noord-Holland, Nederland, 1059 BN, Nederland","(52.34536235, 4.849421050000002)",,,,
265,"10-2, Wouwermanstraat, Museumkwartier, Zuid, Amsterdam, Noord-Holland, Nederland, 1071 LX, Nederland","(52.3551948, 4.8796658)",,,,
266,"418A, Prinsengracht, Jordaan, Centrum, Amsterdam, Noord-Holland, Nederland, 1016 JC, Nederland","(52.3663685, 4.8822101)",,,,
267,"7, Zuid-Bevelandstraat, Tuindorp Buiksloot, Noord, Amsterdam, Noord-Holland, Nederland, 1025 NS, Nederland","(52.3923895, 4.9290424)",,,,
268,"276-1, Ceintuurbaan, De Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1072 GJ, Nederland","(52.3526002, 4.8909386)",,,,
269,"Hoogendam, 10, Westerdoksplein, Centrum, Amsterdam, Noord-Holland, Nederland, 1013 AZ, Nederland","(52.3833661, 4.8915246)",,,,
270,"29, Willemsparkweg, Museumkwartier, Zuid, Amsterdam, Noord-Holland, Nederland, 1071 GP, Nederland","(52.3575921, 4.8770107)",,,,
271,"Artis, 38-40, Plantage Kerklaan, Plantage, Centrum, Amsterdam, Noord-Holland, Nederland, 1018 CZ, Nederland","(52.366235, 4.916549915088748)",,,,
272,"Overtoom, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1054 HC, Nederland","(52.3605651, 4.869027717202102)",,,,
273,"49-H, Bloys van Treslongstraat, Landlust, West, Amsterdam, Noord-Holland, Nederland, 1056 WZ, Nederland","(52.3754485, 4.8601523)",,,,
274,"564, Stadhouderskade, De Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1073 BB, Nederland","(52.3579785, 4.895761047651546)",,,,
275,"256, Zuideinde, Oostzanerwerf, Noord, Amsterdam, Noord-Holland, Nederland, 1035 PM, Nederland","(52.4241054, 4.888594)",,,,
276,"91-H, Albert Cuypstraat, De Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1072 CP, Nederland","(52.3552531, 4.8911729)",,,,
277,"Heimanspad, Oude Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1073 ED, Nederland","(52.354452949999995, 4.898344626520272)",,,,
278,"88, Borgerstraat, Borgerbuurt, West, Amsterdam, Noord-Holland, Nederland, 1053 PW, Nederland","(52.3652581, 4.8665571)",,,,
279,"161H, Nassaukade, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1053 LL, Nederland","(52.3710492, 4.8740614)",,,,
280,"82A, Nassaukade, Frederik Hendrikbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CT, Nederland","(52.3764536, 4.8761476)",,,,
281,"Emmy Andriessestraat, IJburg, Oost, Amsterdam, Noord-Holland, Nederland, 1087 ML, Nederland","(52.3486621, 5.007746)",,,,
282,"75, Boniplein, Indische Buurt, Oost, Amsterdam, Noord-Holland, Nederland, 1094 SC, Nederland","(52.3594328, 4.936341)",,,,
283,"47-H, Schermerstraat, Tuindorp Nieuwendam, Noord, Schellingwoude, Amsterdam, Noord-Holland, Nederland, 1023 AH, Nederland","(52.3931995, 4.9435489)",,,,
284,"2-1, Gerard Doustraat, De Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1072 VP, Nederland","(52.3551728, 4.8871521)",,,,
285,"198-1, Vrolikstraat, Oosterparkbuurt, Oost, Amsterdam, Noord-Holland, Nederland, 1092 TS, Nederland","(52.357184, 4.9219341)",,,,
286,"198-1, Vrolikstraat, Oosterparkbuurt, Oost, Amsterdam, Noord-Holland, Nederland, 1092 TS, Nederland","(52.357184, 4.9219341)",,,,
287,"34, Korte Koningsstraat, Nieuwmarktbuurt, Nieuwmarkt/Lastage, Centrum, Amsterdam, Noord-Holland, Nederland, 1011 GA, Nederland","(52.3713735, 4.9035146)",,,,
288,"Eerste Constantijn Huygensstraat, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1054 BX, Nederland","(52.36495168156804, 4.873672171138481)",,,,
289,"342E, Schellingwouderdijk, Noord, Schellingwoude, Amsterdam, Noord-Holland, Nederland, 1023 NM, Nederland","(52.3816346, 4.965628819337191)",,,,
290,"Hoofdweg, Westindische Buurt, West, Amsterdam, Noord-Holland, Nederland, 1058 DH, Nederland","(52.36055037598412, 4.853216985496106)",,,,
291,"33, Gedempte Insteekhaven, Noord, Amsterdam, Noord-Holland, Nederland, 1021 PN, Nederland","(52.3830435, 4.915582)",,,,
292,"5P, Derde Kostverlorenkade, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1054 TN, Nederland","(52.3610756, 4.8576811)",,,,
293,"51, Nieuwe Gouw, Noord, Ransdorp, Amsterdam, Noord-Holland, Nederland, 1028 AX, Nederland","(52.3952674, 4.9923666)",,,,
294,"841, Hoofdweg, Erasmuspark, West, Amsterdam, Noord-Holland, Nederland, 1055 SC, Nederland","(52.3770476, 4.8459906)",,,,
295,"27, Derde Weteringdwarsstraat, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 TB, Nederland","(52.3610553, 4.8903743)",,,,
296,"4, Van Bossepad, West, Amsterdam, Noord-Holland, Nederland, 1051 MA, Nederland","(52.380316, 4.868284978778126)",,,,
297,"Jeruzalemkerk, Jan Maijenplein, Van Galenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1056 SG, Nederland","(52.37144095, 4.851952102503709)",,,,
298,"1010, Weesperzijde, Oost, Amsterdam, Noord-Holland, Nederland, 1091 EB, Nederland","(52.357829949999996, 4.906016209735597)",,,,
299,"58, Barentszstraat, Zeeheldenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1013 NS, Nederland","(52.3891159, 4.8884734)",,,,
300,"151, Alexanderkade, Centrum, Amsterdam, Noord-Holland, Nederland, 1018 ZC, Nederland","(52.3653902, 4.9243293)",,,,
301,"20, Watermaalpad, Nieuw-Sloten, Nieuw-West, Sloten, Amsterdam, Noord-Holland, Nederland, 1066 WX, Nederland","(52.3425686, 4.8057771)",,,,
302,"Transvaalstraat, Transvaalbuurt, Oost, Amsterdam, Noord-Holland, Nederland, 1092 HT, Nederland","(52.35363325, 4.923513869693583)",,,,
303,"4, Jacob Cabeliaustraat, Geuzenveld, Nieuw-West, Amsterdam, Noord-Holland, Nederland, 1067 AK, Nederland","(52.3828047, 4.8035017)",,,,
304,"61, Westerdok, Centrum, Amsterdam, Noord-Holland, Nederland, 1013 AZ, Nederland","(52.3860047, 4.89135261)",,,,
305,"611, Jacob van Lennepkade, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1054 ZS, Nederland","(52.36257105, 4.862083093611111)",,,,
306,"18, Javaplein, Indische Buurt, Oost, Amsterdam, Noord-Holland, Nederland, 1094 HW, Nederland","(52.3639077, 4.9384684)",,,,
307,"30, Erasmusgracht, Erasmuspark, West, Amsterdam, Noord-Holland, Nederland, 1055 BJ, Nederland","(52.3760046, 4.8478537)",,,,
308,"150B, Ferdinand Bolstraat, Nieuwe Pijp, De Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1072 LS, Nederland","(52.3522863, 4.8911036)",,,,
309,"Erasmusgracht, Erasmuspark, West, Amsterdam, Noord-Holland, Nederland, 1055 AM, Nederland","(52.37567235, 4.850518257380628)",,,,
310,"55A, Brouwersgracht, Grachtengordel, Centrum, Amsterdam, Noord-Holland, Nederland, 1015 GB, Nederland","(52.3793127, 4.8903541)",,,,
311,"8, Van Bossepad, West, Amsterdam, Noord-Holland, Nederland, 1051 MA, Nederland","(52.3799511, 4.868379900000001)",,,,
312,"81-1, Tweede Van der Helststraat, Diamantbuurt, De Pijp, Zuid, Amsterdam, Noord-Holland, Nederland, 1073 AM, Nederland","(52.3490411, 4.8952493)",,,,
313,"418, Nachtwachtlaan, Overtoomse Veld, Nieuw-West, Amsterdam, Noord-Holland, Nederland, 1058 EP, Nederland","(52.3630729, 4.8442818)",,,,
314,"80-H, Elisabeth Wolffstraat, Kinkerbuurt, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1053 TW, Nederland","(52.3688649, 4.8676509)",,,,
315,"Reade (RCA), 283, Overtoom, Kinkerbuurt, Oud-West, West, Amsterdam, Noord-Holland, Nederland, 1054 HW, Nederland","(52.3600771, 4.866527830011389)",,,,
316,"45-1, Noorderstraat, Centrum, Amsterdam, Noord-Holland, Nederland, 1017 TR, Nederland","(52.3613551, 4.8932924)",,,,
317,"12K, De Wittenstraat, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 AV, Nederland","(52.3845178, 4.8805629)",,,,
318,"Euro Garage, Jan van Galenstraat, De Baarsjes, West, Amsterdam, Noord-Holland, Nederland, 1056 BL, Nederland","(52.3744602, 4.8592888)",,,,
319,"28, Tweede Egelantiersdwarsstraat, Jordaan, Centrum, Amsterdam, Noord-Holland, Nederland, 1015 SC, Nederland","(52.3763988, 4.8822279)",,,,
320,"Grachtengordel van Amsterdam, Nassaukade, Staatsliedenbuurt, West, Amsterdam, Noord-Holland, Nederland, 1052 CH, Nederland","(52.37197895, 4.884726800042784)",,,,
321,"26-1, Fritz Conijnstraat, Nieuw-West, Amsterdam, Noord-Holland, Nederland, 1063 CE, Nederland","(52.3839578, 4.8359476)",,,,
